,PropertyID,ListingDate,Address,City,State,ZipCode,PropertyType,Bedrooms,Bathrooms,SquareFeet,LotSize,YearBuilt,Garage,Pool,Fireplace,BasementSqFt,Condition,SchoolRating,CrimeRate,WalkScore,DistanceToCity,NeighborhoodIncome,PropertyTaxRate,HOAFees,DaysOnMarket,PriceReduction,ViewCount,SavedCount,PreviousPrice,SalePrice,CityPriceMean,CityfeetMean,property_type_Mean,condtion_metric,School_types,crime_types,walk_types,disctance_types,tax_types,inc_types,size_types,basement_types,bedroom_types,sales_types
63,40,07/30/2023,pineave,Portland,TX,79604,Multi-Family,1.0,4.0,1123.9,0.63,2002.0,1.0,1.0,1.0,650.1,5.0,1.0,15.799577354757632,68.0,15.0,50130.0,2.7,213.0,46.0,Yes,3302.0,47.0,512094.0,248829.0,257995.10677204048,1123.90459416158,300.0,5.0,2.2638440015278825,15.799577354757632,27.0,2.4,2.7,1.5,0.27875,650.1,1.0,99585.52154337184
64,357,,mainave,Seattle,CO,,Multi-Family,5.0,4.0,2276.0,0.12,1971.0,1.0,1.0,1.0,650.1,3.0,4.0,21.05,96.0,15.4,66232.0,4.3,130.0,95.0,no,1243.0,19.0,,842970.0,15230.135859425762,1237.039662869664,300.0,3.0,1.8788009579531164,3.177773158266117,9.3,4.7,4.3,3.5,0.27875,650.1,1.0,99585.52154337184
65,325,2023-08-17,oakblvd,Seattle,MA,,Singlefamily,4.0,2.0,1384.0,1.13,2005.0,0.0,1.0,1.0,47.0,1.0,2.0,12.03,82.0,8.9,84496.0,1.276,370.0,156.0,0,3013.0,133.0,,479162.0,15230.135859425762,1237.039662869664,230.0,,1.326932531599117,6.426283888093325,16.0,0.7,-0.3,0.6,0.3095180722891566,704.7962962962963,1.0,432576.2760801847
66,262,09/24/2023,maplest,Seattle,Wa,75168,Townhouse,5.0,4.0,3393.0,0.29559633027522936,2014.0,0.0,1.0,0.0,364.0,3.0,2.0,22.04,33.0,8.8,69152.0,1.654,290.0,99.0,0,2457.0,21.0,489033.0,723718.0,15230.135859425762,1237.039662869664,290.0,3.0,2.950325347565087,13.407446244760893,20.7,1.5,3.7,5.1,0.29559633027522936,703.4025974025974,2.0,287015.18666441995
67,371,2022-09-05,oakave,Portland,MA,59147,Singlefamily,1.0,4.0,2150.0,0.3095180722891566,1994.0,0.0,1.0,1.0,641.0,4.0,2.0,32.19,80.0,5.1,106556.0,0.794,230.0,57.0,,,,285822.0,491978.0,257995.10677204048,1123.90459416158,230.0,4.0,2.2161380050367865,10.001621245599653,11.0,3.8,3.8,3.2,0.3095180722891566,704.7962962962963,1.0,432576.2760801847
68,23,12/08/2022,oakst,Portland,OR,40539,Townhouse,4.0,3.0,2970.0,0.32,1980.0,1.0,1.0,1.0,703.4025974025974,4.0,2.0,31.19,13.0,3.1,79375.0,0.652,465.0,134.0,0,548.0,102.0,284232.0,915793.0,257995.10677204048,1123.90459416158,290.0,4.0,2.694115181987046,8.921234545869948,19.3,2.9,3.2,3.1,0.29559633027522936,703.4025974025974,2.0,287015.18666441995
69,47,,elmst,Austin,Wa,,Singlefamily,3.0,2.0,3380.0,0.17,1995.0,0.0,1.0,1.0,940.0,2.0,2.0,20.47,11.0,10.0,54529.0,1.181,359.0,128.0,0,4685.0,24.0,590670.0,918669.0,464545.17100210034,1269.3727629033933,230.0,2.0,1.29198719845468,4.882110836722324,13.9,3.0,3.0,3.0,0.3095180722891566,704.7962962962963,1.0,432576.2760801847
70,230,2022/04/08,pineblvd,Austin,Wa,13071,Condo,3.0,2.0,3080.0,0.14,2014.0,1.0,1.0,0.0,824.0123456790124,3.0,2.0,16.97,18.4,9.3,84959.0,1.276,250.0,80.0,,735.0,,,868756.0,464545.17100210034,1269.3727629033933,250.0,3.0,3.3724289466936774,9.739847798300824,18.4,5.6,6.5,7.1,0.26785714285714285,824.0123456790124,2.0,18551.830073782476
71,119,,mainave,Seattle,CO,34151,Condo,2.0,4.0,1953.0,0.26785714285714285,1957.0,1.0,1.0,1.0,824.0123456790124,2.0,3.0,28.29,55.0,14.3,76438.0,1.684,52.0,19.0,yes,203.0,38.0,183775.0,18551.830073782476,15230.135859425762,1237.039662869664,250.0,2.0,1.8788009579531164,3.177773158266117,9.3,4.7,4.3,3.5,0.26785714285714285,824.0123456790124,2.0,18551.830073782476
72,85,2023/05/29,pinest,Portland,CO,28398,Townhouse,4.0,4.0,1981.0,0.21,1976.0,0.0,1.0,1.0,931.0,5.0,6.0,37.07,35.0,8.7,107413.0,0.462,290.0,168.0,1,687.0,96.0,247421.0,738483.0,257995.10677204048,1123.90459416158,290.0,5.0,1.571361566030542,-10.642801372293434,10.7,4.0,3.4,3.4,0.29559633027522936,703.4025974025974,2.0,287015.18666441995
73,79,2023-12-18,pineblvd,Portland,OR,91810,Condo,2.0,4.0,2501.0,0.08,2003.0,0.0,1.0,1.0,1070.0,4.0,3.3724289466936774,39.46,20.0,17.8,116577.0,6.5,250.0,76.0,1,,26.0,155167.0,697627.0,257995.10677204048,1123.90459416158,250.0,4.0,3.3724289466936774,9.739847798300824,18.4,5.6,6.5,7.1,0.26785714285714285,824.0123456790124,2.0,18551.830073782476
74,58,01/05/2023,pinedr,Austin,CO,19567,Condo,2.0,1.0,1810.0,0.29,2004.0,0.0,1.0,1.0,312.0,5.0,2.293573758413191,45.02,29.5,3.6,73333.0,1.354,329.0,179.0,,2052.0,,395095.0,306104.0,464545.17100210034,1269.3727629033933,250.0,5.0,2.293573758413191,7.768290955661655,29.5,3.5,4.4,5.3,0.26785714285714285,824.0123456790124,2.0,18551.830073782476
75,111,19-11-2022,maindr,Portland,tx,49666,Singlefamily,3.0,1.0,1743.0,0.36,1993.0,0.0,1.0,1.0,293.0,3.0,9.0,30.15,58.0,7.0,53843.0,4.8,230.0,12.0,1,2780.0,11.0,,800040.0,257995.10677204048,1123.90459416158,230.0,3.0,3.7223647662845423,11.637843010499049,34.0,4.1,4.8,4.2,0.3095180722891566,704.7962962962963,1.0,432576.2760801847
76,25,,mainblvd,Boston,tx,76507,Condo,2.0,2.0,1343.0,0.85,2021.0,0.0,0.0,1.0,824.0123456790124,5.0,5.0,32.24,18.0,9.0,97210.0,2.4,15.0,136.0,no,1339.0,184.0,516557.0,585095.0,378933.39440092526,1317.535819119361,250.0,5.0,2.6171653713500764,9.295398487173363,8.3,2.5,2.4,2.7,0.26785714285714285,824.0123456790124,2.0,18551.830073782476
77,18,26-10-2022,elmdr,Portland,co,60277,Townhouse,3.0,3.0,1805.0,0.06,2012.0,1.0,1.0,1.0,703.4025974025974,1.0,7.0,38.85,89.0,10.8,59895.0,0.58,290.0,82.0,0,3173.0,169.0,410284.0,535765.0,257995.10677204048,1123.90459416158,290.0,,2.2708515258960777,10.795418274219614,8.8,3.6,4.7,4.6,0.29559633027522936,703.4025974025974,2.0,287015.18666441995
78,235,2023/04/11,mainst,Austin,TX,30079,Townhouse,2.0,1.0,2980.0,0.29559633027522936,1974.0,0.0,1.0,1.0,648.0,4.0,10.0,32.52,22.4,15.2,155626.0,0.476,290.0,50.0,1,2234.0,,296809.0,864924.0,464545.17100210034,1269.3727629033933,290.0,4.0,2.2174434837338417,10.417700263424424,22.4,6.6,6.4,6.2,0.29559633027522936,703.4025974025974,2.0,287015.18666441995
79,338,22-12-2023,oakst,Portland,OR,32658,Condo,2.0,1.0,1123.9,0.05,2016.0,1.0,1.0,1.0,824.0123456790124,1.0,1.0,14.36,90.0,19.3,68489.0,1.077,245.0,67.0,yes,2226.0,97.0,,494137.0,257995.10677204048,1123.90459416158,250.0,,2.694115181987046,8.921234545869948,19.3,2.9,3.2,3.1,0.26785714285714285,824.0123456790124,2.0,18551.830073782476
80,32,2023/06/04,maindr,Austin,MA,56805,Condo,4.0,2.0,2212.0,0.12,2050.0,0.0,1.0,0.0,824.0123456790124,1.0,3.7223647662845423,31.63,40.0,4.7,100573.0,0.883,129.0,166.0,yes,441.0,84.0,,722621.0,464545.17100210034,1269.3727629033933,250.0,,3.7223647662845423,11.637843010499049,34.0,4.1,4.8,4.2,0.26785714285714285,824.0123456790124,2.0,18551.830073782476
81,285,,elmdr,Seattle,CO,85597,Condo,5.0,3.0,1208.0,0.0,1800.0,1.0,1.0,1.0,1000.0,5.0,2.0,2.99,20.0,17.9,34456.0,1.468,164.0,89.0,1,3879.0,196.0,,685357.0,15230.135859425762,1237.039662869664,250.0,5.0,2.2708515258960777,10.795418274219614,8.8,3.6,4.7,4.6,0.26785714285714285,824.0123456790124,2.0,18551.830073782476
82,166,2023-12-07,oakst,Seattle,MA,48155,Condo,3.0,4.0,3024.0,0.32,,0.0,1.0,1.0,824.0123456790124,1.0,10.0,26.63,87.0,5.9,86221.0,1.691,250.0,103.0,No,4713.0,117.0,218553.0,937405.0,15230.135859425762,1237.039662869664,250.0,,2.694115181987046,8.921234545869948,19.3,2.9,3.2,3.1,0.26785714285714285,824.0123456790124,2.0,18551.830073782476
83,250,06/08/2022,oakave,Denver,tx,72098,Townhouse,3.0,3.0,2823.0,0.35,1989.0,0.0,0.0,1.0,703.4025974025974,4.0,2.2161380050367865,8.64,11.0,6.7,41828.0,1.114,290.0,170.0,yes,243.0,97.0,353794.0,835822.0,114208.78747842216,1447.7221254659405,290.0,4.0,2.2161380050367865,10.001621245599653,11.0,3.8,3.8,3.2,0.29559633027522936,703.4025974025974,2.0,287015.18666441995
84,365,2022-12-17,oakave,Denver,MA,71604-9242,Townhouse,4.0,1.0,3789.0,0.54,1983.0,0.0,1.0,1.0,148.0,1.0,6.0,10.001621245599653,71.0,14.2,114926.0,3.8,290.0,96.0,1,3849.0,27.0,474964.0,889929.0,114208.78747842216,1447.7221254659405,290.0,,2.2161380050367865,10.001621245599653,11.0,3.8,3.8,3.2,0.29559633027522936,703.4025974025974,2.0,287015.18666441995
85,194,,maplest,Denver,TX,14209,Townhouse,2.0,3.0,3060.0,0.21,1961.0,1.0,0.0,1.0,114.0,4.0,9.0,13.407446244760893,61.0,4.1,97600.0,1.352,290.0,96.0,No,905.0,,593462.0,812854.0,114208.78747842216,1447.7221254659405,290.0,4.0,2.950325347565087,13.407446244760893,20.7,1.5,3.7,5.1,0.29559633027522936,703.4025974025974,2.0,287015.18666441995
86,153,,pineblvd,Seattle,Wa,58442,Singlefamily,2.0,1.0,1940.0,0.3095180722891566,1986.0,0.0,1.0,1.0,704.7962962962963,3.0,3.3724289466936774,18.19,57.0,9.8,40297.0,0.587,310.0,36.0,no,3728.0,186.0,616807.0,445074.0,15230.135859425762,1237.039662869664,230.0,3.0,3.3724289466936774,9.739847798300824,18.4,5.6,6.5,7.1,0.3095180722891566,704.7962962962963,1.0,432576.2760801847
87,6,2022-06-11,oakst,Seattle,OR,84668,Singlefamily,3.0,2.0,933.0,0.09,2008.0,0.0,1.0,1.0,1153.0,3.0,9.0,18.09,31.0,18.5,3.1,0.495,313.0,168.0,0,2502.0,26.0,448612.0,459143.0,15230.135859425762,1237.039662869664,230.0,3.0,2.694115181987046,8.921234545869948,19.3,2.9,3.2,3.1,0.3095180722891566,704.7962962962963,1.0,432576.2760801847
88,46,2022-11-12,elmst,Denver,tx,58589,Singlefamily,3.0,4.0,2898.0,0.03,2020.0,0.0,1.0,1.0,1000.0,1.0,6.0,3.28,69.0,1.3,53446.0,1.115,38.0,,Yes,1945.0,,,809572.0,114208.78747842216,1447.7221254659405,230.0,,1.29198719845468,4.882110836722324,13.9,3.0,3.0,3.0,0.3095180722891566,704.7962962962963,1.0,432576.2760801847
89,105,27-07-2022,oakdr,Denver,CO,83051,Condo,4.0,4.0,1817.0,0.12,1985.0,0.0,1.0,1.0,824.0123456790124,5.0,10.0,21.08,45.0,15.0,87377.0,4.8,240.0,96.0,no,1176.0,57.0,,620503.0,114208.78747842216,1447.7221254659405,250.0,5.0,2.28677304256107,12.832946753865786,15.0,3.7,4.8,5.6,0.26785714285714285,824.0123456790124,2.0,18551.830073782476
90,313,2022/11/10,mapleave,Seattle,tx,,Multi-Family,3.0,4.0,1779.0,0.24,1967.0,1.0,1.0,1.0,148.0,1.0,3.0,10.05,4.0,7.8,41485.0,0.795,329.0,116.0,Yes,1989.0,23.0,456486.0,681638.0,15230.135859425762,1237.039662869664,300.0,,1.6913625324509711,13.768454804339608,11.1,1.9,3.3,2.6,0.27875,650.1,1.0,99585.52154337184
91,125,2023/08/11,maindr,Portland,TX,61684,Condo,3.0,2.0,2481.0,0.26785714285714285,1989.0,1.0,1.0,0.0,931.0,4.0,7.0,26.11,90.0,8.2,103515.0,4.8,170.0,76.0,yes,4493.0,53.0,475825.0,719836.0,257995.10677204048,1123.90459416158,250.0,4.0,3.7223647662845423,11.637843010499049,34.0,4.1,4.8,4.2,0.26785714285714285,824.0123456790124,2.0,18551.830073782476
92,384,17-09-2022,pineave,Denver,CO,56365,Townhouse,10.0,4.0,2144.0,0.19,1958.0,0.0,1.0,1.0,703.4025974025974,1.0,4.0,38.35,71.0,5.1,88730.0,0.3,290.0,4.0,Yes,3206.0,169.0,,981621.0,114208.78747842216,1447.7221254659405,290.0,,2.2638440015278825,15.799577354757632,27.0,2.4,2.7,1.5,0.29559633027522936,703.4025974025974,2.0,287015.18666441995
93,114,12/17/2022,maindr,Seattle,co,22799,Townhouse,3.0,4.0,1351.0,0.02,1950.0,0.0,1.0,1.0,798.0,1.0,6.0,24.75,55.0,19.5,150807.0,0.988,313.0,104.0,,3074.0,13.0,,50000.0,15230.135859425762,1237.039662869664,290.0,,3.7223647662845423,11.637843010499049,34.0,4.1,4.8,4.2,0.29559633027522936,703.4025974025974,2.0,287015.18666441995
94,298,27-02-2023,mainblvd,Denver,OR,38255,Townhouse,4.0,4.0,3153.0,0.09,2009.0,1.0,1.0,1.0,703.4025974025974,5.0,3.0,16.12,6.0,5.8,101777.0,0.716,39.0,91.0,1,3977.0,,509614.0,874091.0,114208.78747842216,1447.7221254659405,290.0,5.0,2.6171653713500764,9.295398487173363,8.3,2.5,2.4,2.7,0.29559633027522936,703.4025974025974,2.0,287015.18666441995
95,4,2023-05-13,oakdr,Portland,CO,89507,Multi-Family,4.0,4.0,1787.0,0.06,2020.0,0.0,1.0,1.0,120.0,5.0,2.0,15.99,69.0,7.7,56948.0,1.941,300.0,122.0,No,,90.0,397975.0,583433.0,257995.10677204048,1123.90459416158,300.0,5.0,2.28677304256107,12.832946753865786,15.0,3.7,4.8,5.6,0.27875,650.1,1.0,99585.52154337184
96,19,2022-02-07,maindr,Seattle,co,,Townhouse,2.0,3.0,2578.0,0.35,2018.0,1.0,1.0,0.0,999.0,5.0,4.0,34.31,95.0,34.0,63352.0,0.846,51.0,178.0,Yes,,75.0,346488.0,631189.0,15230.135859425762,1237.039662869664,290.0,5.0,3.7223647662845423,11.637843010499049,34.0,4.1,4.8,4.2,0.29559633027522936,703.4025974025974,2.0,287015.18666441995
97,197,28-11-2023,pineblvd,Austin,WA,76314,Singlefamily,4.0,1.0,1572.0,0.95,1978.0,1.0,1.0,1.0,704.7962962962963,1.0,8.0,34.72,18.4,1.6,41810.0,1.018,230.0,17.0,1,3951.0,,276948.0,570425.0,464545.17100210034,1269.3727629033933,230.0,,3.3724289466936774,9.739847798300824,18.4,5.6,6.5,7.1,0.3095180722891566,704.7962962962963,1.0,432576.2760801847
98,61,03/03/2022,mainst,Portland,Wa,58823,Condo,3.0,1.0,1241.0,0.21,2000.0,0.0,1.0,1.0,478.0,2.0,2.2174434837338417,23.47,22.4,10.3,90437.0,6.4,250.0,54.0,no,1032.0,,527703.0,486520.0,257995.10677204048,1123.90459416158,250.0,2.0,2.2174434837338417,10.417700263424424,22.4,6.6,6.4,6.2,0.26785714285714285,824.0123456790124,2.0,18551.830073782476
99,193,21-12-2023,oakst,Austin,co,24438,Condo,4.0,4.0,1269.4,0.51,1968.0,1.0,0.0,1.0,824.0123456790124,3.0,2.0,15.23,19.3,10.2,3.1,1.398,250.0,107.0,No,1197.0,178.0,508542.0,584032.0,464545.17100210034,1269.3727629033933,250.0,3.0,2.694115181987046,8.921234545869948,19.3,2.9,3.2,3.1,0.26785714285714285,824.0123456790124,2.0,18551.830073782476
100,142,09-08-2022,elmave,Seattle,CO,,Multi-Family,5.0,1.0,3186.0,0.09,1999.0,0.0,1.0,1.0,650.1,1.0,2.16289596891366,47.51,77.0,16.8,64540.0,1.06,23.0,130.0,yes,3088.0,143.0,,902169.0,15230.135859425762,1237.039662869664,300.0,,2.16289596891366,7.3183185245067595,10.6,6.8,5.9,6.7,0.27875,650.1,1.0,99585.52154337184
101,64,2022-06-27,maplest,Austin,CO,34672,Condo,2.0,1.0,3419.0,0.08,1972.0,1.0,1.0,1.0,824.0123456790124,4.0,9.0,0.0,84.0,3.9,5.1,0.941,250.0,41.0,no,4041.0,44.0,237767.0,947821.0,464545.17100210034,1269.3727629033933,250.0,4.0,2.950325347565087,13.407446244760893,20.7,1.5,3.7,5.1,0.26785714285714285,824.0123456790124,2.0,18551.830073782476
102,263,,maindr,Portland,OR,39600,Multi-Family,15.0,2.0,2724.0,0.01,1999.0,0.0,0.0,1.0,539.0,3.0,4.0,27.92,17.0,25.7,67757.0,1.581,296.0,130.0,1,4998.0,89.0,565173.0,1325803.0,257995.10677204048,1123.90459416158,300.0,3.0,3.7223647662845423,11.637843010499049,34.0,4.1,4.8,4.2,0.27875,650.1,1.0,99585.52154337184
103,327,2023/06/11,mainst,Seattle,Wa,19837,Multi-Family,0.0,1.0,2435.0,0.4,1959.0,1.0,1.0,1.0,362.0,1.0,10.0,21.48,6.0,4.4,48884.0,1.882,300.0,127.0,1,1379.0,,354879.0,694448.0,15230.135859425762,1237.039662869664,300.0,,2.2174434837338417,10.417700263424424,22.4,6.6,6.4,6.2,0.27875,650.1,1.0,99585.52154337184
104,196,2022-06-14,pineblvd,Denver,CO,57227,Townhouse,2.0,4.0,500.0,0.4,1962.0,1.0,0.0,1.0,178.0,1.0,5.0,7.06,11.0,18.4,110898.0,0.956,500.0,114.0,No,4709.0,93.0,379897.0,276175.0,114208.78747842216,1447.7221254659405,290.0,,3.3724289466936774,9.739847798300824,18.4,5.6,6.5,7.1,0.29559633027522936,703.4025974025974,2.0,287015.18666441995
105,178,2022/10/26,mapleave,Portland,OR,16889-3933,Condo,3.0,1.0,1906.0,0.03,2000.0,0.0,1.0,1.0,399.0,1.0,3.0,14.4,6.0,6.9,80112.0,1.264,250.0,36.0,no,1236.0,191.0,,636143.0,257995.10677204048,1123.90459416158,250.0,,1.6913625324509711,13.768454804339608,11.1,1.9,3.3,2.6,0.26785714285714285,824.0123456790124,2.0,18551.830073782476
106,81,06/23/2023,mainave,Seattle,Wa,,Multi-Family,3.0,4.0,1299.0,0.27875,2007.0,0.0,1.0,1.0,650.1,5.0,6.0,21.96,9.3,10.4,128464.0,4.3,394.0,131.0,Yes,1627.0,21.0,432529.0,580219.0,15230.135859425762,1237.039662869664,300.0,5.0,1.8788009579531164,3.177773158266117,9.3,4.7,4.3,3.5,0.27875,650.1,1.0,99585.52154337184
107,391,2023-07-10,mapleave,Portland,Wa,97916,Singlefamily,2.0,2.0,2900.0,1.38,2000.0,0.0,1.0,1.0,1333.0,4.0,5.0,47.09,11.1,1.3,36618.0,1.157,224.0,17.0,No,2524.0,81.0,,671052.0,257995.10677204048,1123.90459416158,230.0,4.0,1.6913625324509711,13.768454804339608,11.1,1.9,3.3,2.6,0.3095180722891566,704.7962962962963,1.0,432576.2760801847
108,254,2022/01/28,elmst,Denver,OR,68564,Multi-Family,3.0,2.0,2125.0,0.66,1990.0,0.0,1.0,0.0,978.0,3.0,1.0,28.43,12.0,19.4,86089.0,1.157,300.0,167.0,0,,99.0,467157.0,99585.52154337184,114208.78747842216,1447.7221254659405,300.0,3.0,1.29198719845468,4.882110836722324,13.9,3.0,3.0,3.0,0.27875,650.1,1.0,99585.52154337184
109,156,07/08/2023,elmdr,Austin,TX,91360,Townhouse,2.0,4.0,2976.0,0.23,1977.0,0.0,1.0,1.0,703.4025974025974,1.0,5.0,15.74,92.0,17.3,27884.0,0.804,490.0,175.0,0,3758.0,169.0,541115.0,567801.0,464545.17100210034,1269.3727629033933,290.0,,2.2708515258960777,10.795418274219614,8.8,3.6,4.7,4.6,0.29559633027522936,703.4025974025974,2.0,287015.18666441995
110,356,02-05-2022,elmdr,Denver,co,27607,Condo,2.0,1.0,2807.0,0.06,2018.0,0.0,1.0,1.0,824.0123456790124,1.0,2.2708515258960777,28.91,91.0,5.7,44743.0,0.415,250.0,148.0,yes,161.0,69.0,452447.0,595865.0,114208.78747842216,1447.7221254659405,250.0,,2.2708515258960777,10.795418274219614,8.8,3.6,4.7,4.6,0.26785714285714285,824.0123456790124,2.0,18551.830073782476
111,239,2022-09-08,maindr,Denver,tx,,Townhouse,5.0,2.0,2170.0,0.05,1986.0,0.0,1.0,1.0,703.4025974025974,3.0,10.0,21.7,34.0,6.5,88561.0,0.704,290.0,154.0,Yes,1181.0,11.0,,703953.0,114208.78747842216,1447.7221254659405,290.0,3.0,3.7223647662845423,11.637843010499049,34.0,4.1,4.8,4.2,0.29559633027522936,703.4025974025974,2.0,287015.18666441995
112,109,18-05-2022,pinedr,Portland,OR,90223,Condo,4.0,4.0,2987.0,0.87,2013.0,0.0,1.0,1.0,1248.0,5.0,1.0,21.79,94.0,28.5,55083.0,1.667,250.0,86.0,,142.0,176.0,,977738.0,257995.10677204048,1123.90459416158,250.0,5.0,2.293573758413191,7.768290955661655,29.5,3.5,4.4,5.3,0.26785714285714285,824.0123456790124,2.0,18551.830073782476
113,102,12/01/2022,maindr,Denver,WA,47982,Townhouse,2.0,2.0,3229.0,0.57,1975.0,0.0,1.0,1.0,1073.0,3.0,7.0,40.93,34.0,9.4,25171.0,1.372,290.0,153.0,,2914.0,113.0,431153.0,806076.0,114208.78747842216,1447.7221254659405,290.0,3.0,3.7223647662845423,11.637843010499049,34.0,4.1,4.8,4.2,0.29559633027522936,703.4025974025974,2.0,287015.18666441995
114,195,2022-10-16,oakst,Boston,OR,93674-4937,Singlefamily,4.0,1.0,1317.5,0.0,2000.0,1.0,0.0,1.0,265.0,3.0,9.0,6.64,19.3,16.6,47198.0,1.715,148.0,175.0,0,,55.0,336578.0,420853.0,378933.39440092526,1317.535819119361,230.0,3.0,2.694115181987046,8.921234545869948,19.3,2.9,3.2,3.1,0.3095180722891566,704.7962962962963,1.0,432576.2760801847
115,30,2022-06-19,mapleave,Denver,MA,68841,Multi-Family,4.0,4.0,1772.0,0.23,1975.0,1.0,1.0,1.0,760.0,3.0,9.0,35.29,34.0,2.9,60842.0,1.636,300.0,57.0,yes,3448.0,,409642.0,2000000.0,114208.78747842216,1447.7221254659405,300.0,3.0,1.6913625324509711,13.768454804339608,11.1,1.9,3.3,2.6,0.27875,650.1,1.0,99585.52154337184
116,319,,oakdr,Denver,OR,59556,Multi-Family,2.0,1.0,2226.0,0.06,2023.0,0.0,0.0,1.0,324.0,4.0,3.0,13.62,27.0,15.0,56599.0,0.943,300.0,11.0,yes,3243.0,192.0,655228.0,545239.0,114208.78747842216,1447.7221254659405,300.0,4.0,2.28677304256107,12.832946753865786,15.0,3.7,4.8,5.6,0.27875,650.1,1.0,99585.52154337184
117,388,2023-04-27,mapledr,Denver,co,24406,Condo,4.0,4.0,1810.0,0.15,2002.0,0.0,1.0,1.0,643.0,1.0,9.0,16.97,44.0,12.9,53071.0,1.503,250.0,85.0,,2443.0,78.0,502826.0,819388.0,114208.78747842216,1447.7221254659405,250.0,,3.916265886975517,21.210308712091475,22.0,1.7,1.2,1.7,0.26785714285714285,824.0123456790124,2.0,18551.830073782476
118,269,2022/07/14,pinest,Seattle,TX,68868,Multi-Family,1.0,2.0,1988.0,0.08,1900.0,0.0,1.0,1.0,583.0,5.0,1.571361566030542,0.0,11.0,10.6,75694.0,3.4,240.0,29.0,,734.0,17.0,,594449.0,15230.135859425762,1237.039662869664,300.0,5.0,1.571361566030542,-10.642801372293434,10.7,4.0,3.4,3.4,0.27875,650.1,1.0,99585.52154337184
119,115,10/16/2022,pinedr,Austin,Wa,67041,Townhouse,2.0,2.0,3035.0,0.29559633027522936,1968.0,1.0,1.0,1.0,278.0,4.0,10.0,0.41,54.0,13.7,82200.0,1.322,290.0,,no,1989.0,68.0,539949.0,788984.0,464545.17100210034,1269.3727629033933,290.0,4.0,2.293573758413191,7.768290955661655,29.5,3.5,4.4,5.3,0.29559633027522936,703.4025974025974,2.0,287015.18666441995
120,238,2023-09-24,elmdr,Portland,MA,88766,Townhouse,6.0,2.0,2688.0,0.21,,0.0,1.0,1.0,1428.0,2.0,10.0,15.66,6.0,11.6,52725.0,0.672,234.0,,No,1459.0,20.0,,854258.0,257995.10677204048,1123.90459416158,290.0,2.0,2.2708515258960777,10.795418274219614,8.8,3.6,4.7,4.6,0.29559633027522936,703.4025974025974,2.0,287015.18666441995
121,76,,elmdr,Seattle,Wa,18301,Condo,2.0,2.0,2008.0,0.24,1962.0,0.0,1.0,1.0,824.0123456790124,4.0,2.2708515258960777,37.35,1.0,11.9,4.6,0.609,445.0,126.0,yes,462.0,140.0,571563.0,528279.0,15230.135859425762,1237.039662869664,250.0,4.0,2.2708515258960777,10.795418274219614,8.8,3.6,4.7,4.6,0.26785714285714285,824.0123456790124,2.0,18551.830073782476
122,354,2022-04-03,maplest,Seattle,WA,88526,Singlefamily,1.0,1.0,2677.0,0.1,,1.0,1.0,0.0,808.0,3.0,3.0,8.62,76.0,20.7,80155.0,3.7,333.0,35.0,1,434.0,96.0,223660.0,579944.0,15230.135859425762,1237.039662869664,230.0,3.0,2.950325347565087,13.407446244760893,20.7,1.5,3.7,5.1,0.3095180722891566,704.7962962962963,1.0,432576.2760801847
123,132,,elmdr,Seattle,WA,12277,Singlefamily,2.0,4.0,1614.0,0.3095180722891566,1968.0,1.0,1.0,1.0,704.7962962962963,3.0,2.0,51.97,5.0,15.1,4.6,1.429,240.0,,yes,840.0,154.0,,654048.0,15230.135859425762,1237.039662869664,230.0,3.0,2.2708515258960777,10.795418274219614,8.8,3.6,4.7,4.6,0.3095180722891566,704.7962962962963,1.0,432576.2760801847
124,17,27-04-2023,mainave,Austin,Wa,47777,Townhouse,4.0,4.0,1269.4,0.08,1956.0,1.0,1.0,0.0,905.0,2.0,3.0,12.97,15.0,9.3,117156.0,1.757,159.0,142.0,No,979.0,30.0,267903.0,406151.0,464545.17100210034,1269.3727629033933,290.0,2.0,1.8788009579531164,3.177773158266117,9.3,4.7,4.3,3.5,0.29559633027522936,703.4025974025974,2.0,287015.18666441995
125,67,16-05-2023,pinedr,Denver,tx,58418,Singlefamily,3.0,1.0,1679.0,0.3095180722891566,2019.0,0.0,1.0,1.0,792.0,4.0,8.0,17.69,50.0,3.4,58644.0,0.3,409.0,159.0,,1419.0,49.0,,2000000.0,114208.78747842216,1447.7221254659405,230.0,4.0,2.293573758413191,7.768290955661655,29.5,3.5,4.4,5.3,0.3095180722891566,704.7962962962963,1.0,432576.2760801847
126,315,2022/11/03,mainave,Denver,Wa,,Townhouse,5.0,2.0,779.0,0.11,2021.0,0.0,1.0,1.0,927.0,1.0,4.0,31.13,56.0,20.0,29547.0,1.687,395.0,51.0,no,3858.0,148.0,,497374.0,114208.78747842216,1447.7221254659405,290.0,,1.8788009579531164,3.177773158266117,9.3,4.7,4.3,3.5,0.29559633027522936,703.4025974025974,2.0,287015.18666441995
127,8,,elmave,Boston,CO,24168,Singlefamily,3.0,2.0,1701.0,0.04,,0.0,1.0,1.0,818.0,1.0,1.0,29.97,10.6,17.8,60624.0,5.9,230.0,81.0,1,4773.0,11.0,234049.0,432576.2760801847,378933.39440092526,1317.535819119361,230.0,,2.16289596891366,7.3183185245067595,10.6,6.8,5.9,6.7,0.3095180722891566,704.7962962962963,1.0,432576.2760801847
